topic_a,topic_b,cosign_similarity,id,dataset_id,date,alpha,id,dataset_id,date,alpha
9615,9277,0.302368,9615,3,2012-09-05,0.331753,9277,3,2012-09-01,0.012867
9924,9268,0.302354,9924,3,2012-09-08,0.004606,9268,3,2012-09-01,0.005239
9992,9293,0.302085,9992,3,2012-09-08,0.011229,9293,3,2012-09-01,0.00737
10504,9284,0.301842,10504,3,2012-09-14,0.403252,9284,3,2012-09-01,0.104597
10322,9267,0.301482,10322,3,2012-09-12,0.017708,9267,3,2012-09-01,0.027047
9307,9284,0.301461,9307,3,2012-09-02,0.089505,9284,3,2012-09-01,0.104597
10499,9245,0.301184,10499,3,2012-09-13,0.011111,9245,3,2012-09-01,0.018545
10040,9243,0.301048,10040,3,2012-09-09,0.022948,9243,3,2012-09-01,0.034102
10267,9253,0.300942,10267,3,2012-09-11,0.002313,9253,3,2012-09-01,0.010863
10449,9222,0.300744,10449,3,2012-09-13,0.006509,9222,3,2012-09-01,0.020713
10504,9241,0.300575,10504,3,2012-09-14,0.403252,9241,3,2012-09-01,0.134252
10547,9215,0.30047,10547,3,2012-09-14,0.049956,9215,3,2012-09-01,0.011748
9632,9242,0.300373,9632,3,2012-09-05,0.004986,9242,3,2012-09-01,0.016462
10350,9237,0.3001,10350,3,2012-09-12,0.011492,9237,3,2012-09-01,0.011866
